,Review,ratings
3018,"Very bad experience, could not contact the booked doctor after several try.Only thru SMS , no talk , got disgusted and to call off...not recommended",Rated 1 stars out of five stars
3019,"its good, but in location menu i notice there is no thane city which well known city near mumbai and there is spelling mistake in kalyan station which is mentioned as kalyani. i dont like it.",Rated 3 stars out of five stars
3020,Superlative attentio n rendered by the orthopaedic Dr Baseer I am quite grateful towards him because of exemplary service and as a whole the whole staff member were extraordinary best. Thank you All.,Rated 5 stars out of five stars
3021,Horrible made app. Atleast there is no option to delete the doctors I dislike .It gives me negative vibes every time when I open this app.So I'm Uninstalling it.,Rated 1 stars out of five stars
3022,Poor app Don't have any option to search doctors by their name in their app. Although this feature is present in their website,Rated 1 stars out of five stars
3023,My doctor was non responsive even after seeing my chats which where of very urgent nature.not using the app again,Rated 1 stars out of five stars
3024,Worest app and consultation. Please don't use this app. Best to consult offline. even help chat (Rakesh is very worst),Rated 1 stars out of five stars
3025,my experience is always good with practo. unfortunately one doctor disappointed me with his behaviour. later I approached another good doctor with practo. I really enjoyed the quality of service given by practo. Thank you.,Rated 5 stars out of five stars
3026,"Once seen the options like English and Hindi, I immediately uninstalled the APP. Seriously, Why can't you give every regional languages while you are generating income from them. From A Tamilan",Rated 1 stars out of five stars
3027,Useless app and site. There's no use of booking appointments beforehand because doctors will never be available for promised time. Customer support is pathetic,Rated 1 stars out of five stars
3028,it is very good app. we can ask many questions but the problem is that we can chat with a doctor with a fee of 300 ruppees . plz if we can have our first chat for free,Rated 4 stars out of five stars
3029,Great service through the app. Transparent and haven't missed a single appointment so far.,Rated 5 stars out of five stars
3030,Pathetic app. They will only charge money but they will never give you any bill for the consultations online amount paid through the app. Customer service is equally pathetic. Response time is really poor and without any satisfaction,Rated 1 stars out of five stars
3031,Such a money looting application they asked advance payment after that they keep you wait and showing the doctors are busy.. such a nonsense process. They do not bother to talk with their patience and just started a business to money loot. Very bad application they are running through and look at the doctor's such a thieves and do not bother to reply you back.,Rated 5 stars out of five stars
3032,I heard good things about this app from a friend in UK whose friend lives in Lucknow. I cant find any doctors in Theni District in Tamilnadu in this app. There are very few doctors in Madurai which is 100km from my home town. Sometimes it better to have local doctors as well. I havent used and doctors from this as I couldnt find more options availabe even in Madurai.,Rated 1 stars out of five stars
3033,"They take 3 days to process a simple blood sugar test, and charge two times higher. When you reach out to customer care, they have just one answer - we apologize. Pathetic service",Rated 1 stars out of five stars
3034,Please do something about Ur app because most of the time the consultation profile does not open at all even after uninstalling and installing several times,Rated 2 stars out of five stars
3035,Complete loss of money here in the first ever attempt. App had problem turning ON my mic during video consultation. Video consultation couldnt be done after all. Had Paid 425/- rs in advance for the consultation. Have to visit hospital physically now.,Rated 1 stars out of five stars
3036,Very helpful.. especially during this lockdown where consulting an doctor is so difficult.. Practo has made it really very easy.. thank you Practo.,Rated 5 stars out of five stars
3037,Horrible service and afterservice,Rated 1 stars out of five stars
3038,Worst app ever. No chat facility. It does not work. No provision to cancel the appointment.,Rated 1 stars out of five stars
3039,Very good app for professional and prompt service. Covers all major illnesses and specialist practitioners,Rated 5 stars out of five stars
3040,There is alot of problem while calling or video calling .they give me 3 time to call and all 3 calls ends with no solution and dr do not suggest us properly...,Rated 1 stars out of five stars
3041,very very very disappointed with the service....this app is a load of fake promises...delayed delivery and limited stock of medicine...i will never recommnd this to anyone,Rated 1 stars out of five stars
3042,"Good, but they assign you random doctors and you cannot select doctor of you choice of from your regional location who will speak your tongue. Not recommended.",Rated 1 stars out of five stars
3043,Whenever we book an appointment on practo they reschedule it. They are not even sorry for it. Very disappointing.,Rated 1 stars out of five stars
3044,Dr vineet in my opinion very polite very cooperative very nice person and treatment is also excellent,Rated 5 stars out of five stars
3045,Very good. Response time by the doctors is good. But the only problem is following up with the same doctor after first consultation is a serious concern,Rated 5 stars out of five stars
3046,"It a loot, don't use it. I jsut booked an appointment for dad and after payment they tell you you can call only in next 11 hours, my father is asleep now and doctor consults only after 11 am in the morning, so effectively the call option would be gone by then. They was no information about this 11 hour rule during or before payment. It's a total fraud.",Rated 1 stars out of five stars
3047,It's an outstanding application.. All doctors I have visited through this app are extremely professional and helpful..,Rated 5 stars out of five stars
3048,"Fraud application, facility not available for 24 hours and I have paid the amount and they did not entertain till now. I am very disappointed with the services provided by you all.",Rated 1 stars out of five stars
3049,Nice app with good UI. You can easily interact with all the doctors around you!,Rated 5 stars out of five stars
3050,Very bad service. App don't have cancellation option delivery process is too slow.,Rated 1 stars out of five stars
3051,"A beautiful approach to excellence. Hats off to Dr Jhansi Beulah for rendering a fabulous treatment for my legs and knee pain,with ayurvedic oil application, followed by her regular exercises.Now my knee pain has reduced to an extent that am able to walk ,climb stairs,bend ,squat ,and go for long walks too.I recommend everyone to consult her for any knee problems.",Rated 5 stars out of five stars
3052,"Dr. Mehta is an amazing pediatrician. we have been visiting him for past 4 years and he is always willing to help even at odd hours, which is such a big help to us parents. He spends ample time with the kids and always suggests what is best.",Rated 5 stars out of five stars
3053,lots of glitches. could not do video call even though both me and the doctor tried to connect through video call,Rated 3 stars out of five stars
3054,"What is the purpose of practo balance, In most of the places you don't do shipping. Always balance just expires",Rated 1 stars out of five stars
3055,It is exceptionally good when you want to avoid visiting hospital. It saves lot of time.,Rated 4 stars out of five stars
3056,Poor response from dr. Kanika. My money was not refunded to me. Online consultation is a fraud game here. Do not opt for online consultation from practo. Dr.s take money and don't respond.,Rated 1 stars out of five stars
3057,Useless! They take ur money for consultation and Dont give it back instead they put it to practo health cash where u cannot use more than 30 bucks at once! Useless app don't download it,Rated 1 stars out of five stars
3058,Awesome experience at first time for my kids problem. Got quick responses and quick prescriptions with good doctor having sound knowledge about kids behavior.,Rated 4 stars out of five stars
3059,Your showing doctors but no options to select the doctors. after paying money suddenly someone is calling. Whether they know patient regional language or not how your analysing. Please take care before connecting. This is the difficult time. Please make sure your giving the proper needs of the patient reaching u. Anyway thanks I received a doctor who know the language which I know. But make sure your making a list of doctor known languages and also ask the patient known and language. To provide,Rated 4 stars out of five stars
3060,Very good app. In this lockdown period i required consult a specialist doctor. Than i started using practo app. And found very helpful doctor.,Rated 5 stars out of five stars
3061,"One of the wrost health app had an appointment with doctor but not able to upload the test report , very minimal feature itslef is not working .",Rated 1 stars out of five stars
3062,The doctors we have consulted so far have been very helpful and so apt in terms of time ...whenever we need the consultation they r available...medicines prescribed are also suitable...Thanks to the whole team,Rated 5 stars out of five stars
3063,app is good only for seeing doctors derails but many a timea even it is outdated. Dont order medicines else you will end up paying more for old stock medicines nearing expiry.,Rated 1 stars out of five stars
3064,Very bad experience. I needed essential medicine for myself and I paid online and order was cancelled.Where is my refund ? I needed the medicine urgently and now its showing unavailable,Rated 1 stars out of five stars
3065,"Can anyone tell me where can one cancel the paid consultation ? Been on it for 2 days 😖. The app is a nightmare. DOCTORS ARE GENUINE AND HELPFUL, THEY RESPECT YOUR CHOICES IF YOU WISH TO CANCEL, I ONLY HAD A PROBLEM WITH THE APP INTERFACE REST OF THE TEAM WAS VERY SUPPORTIVE AND HELPFUL. GUYS YOU SERIOUSLY NEED TO MAKE THE INTERFACE A BIT MORE FRIENDLY NAVIGATION IS AN ISSUE . THANKYOU FOR THE ASSISTANCE, I DO RECOMMEND YOUR SERVICES 😇",Rated 4 stars out of five stars
3066,"How can I rate less than a star...Worst possible app ever. They insist on getting paid upfront, then their doctors don't respond. 10 minutes of slot then their people don't respond !! How can I claim my money back ?? It's because of apps like these there is a general mistrust regarding online apps. Never again am I going to use it or let anyone known to me do so.",Rated 1 stars out of five stars
3067,It's awesome app,Rated 5 stars out of five stars
3068,"The reviews are not reliable. The app filters and disqualifies reviews without any thought for the patient. It is an app for doctors to make money. All the doctors consulted through the app have been highly unprofessional and money minded. 5 doctors, 2 cities and highly dissatisfied.",Rated 1 stars out of five stars
3069,need to expand in tier 2 and 3 cities...medicines and sample pickup for reports aren't available at my location. although doctor was good.,Rated 3 stars out of five stars
3070,good platform. no neet wasted the time to consulting the doctors so through this for any issues. thank you so much for your support.,Rated 5 stars out of five stars
3071,I don't have option of giving 0 star.. Doctor is not replying.. If they are too busy then why they take fees.. For taking fees they are not busy.. Poor app.. M fine is much better then this app... Waste of money.. Doctor is not advising properly..,Rated 1 stars out of five stars
3072,Please improve the search functionality. Let say if m searching for Dr ABC xvz. Than it should show only list of doctors with matching name. Not matching with only surname or first name.,Rated 4 stars out of five stars
3073,"Dear Developer, Everyday My Mobile Vibrate at 11:59 PM with practo app running in background. so tell me what you are running in the background everyday at 11:59 PM . its very serious concern, im waiting for your clarification about this. I'm also request to Google Play Console team please review my concern at your level and investigate the about background task of practo app.",Rated 1 stars out of five stars
3074,super all doctors good,Rated 4 stars out of five stars
3075,Very helpful. Need improvement in diagnostics part.tests recommended by doctor not available on the center suggested by practo.,Rated 5 stars out of five stars
3076,The Doctors are available for in clinic consultation but there is no option for booking appointment. Lastly i had to call hospital for booking an appointment.,Rated 1 stars out of five stars
3077,Great app. Delivers on time. Only issue is we can't pay medicine cost from unregistered number of Paytm.,Rated 4 stars out of five stars
3078,"I like this app so much, because it can help the poor people like me by letting it's specialised doctors to reply for our decease and illness in the particular part of our body and it's sometimes better to meet them directly the place where they locate near by our home r office.",Rated 5 stars out of five stars
3079,"worst setvice ever. they confirmed an appointment even when the doctor was unavailable. They claim to compensate u with a voucher of rs 500 if you are unable to meet the doc after confirmation. But the cliam is rubbish , they dont do amything like that. After writing email to practo to complain about cancelled appointment , they responded late evening which never helped to book another appointment. I do not recommend any transaction with these fraudsters.",Rated 1 stars out of five stars
3080,"No contact information, also very hard to find labs and medicine. We search something and it comes with different results.",Rated 1 stars out of five stars
3081,"Very handy and useful app, it helped me to find the good doctors. Overall very nice experience 🙂🙂🙂🙂",Rated 5 stars out of five stars
3082,"Few things to improve - prescription for all consultations, payment on booking can be partial, rebook with same doctor with ease, location based doctors search can be better doctor end. Network of doctors can be better",Rated 3 stars out of five stars
3083,"Very bad, doctor didn't listen my query properly and given prescription Also not replying to my messages Chat with support was also not helpful Very bad, don't use this app",Rated 1 stars out of five stars
3084,No help or contact center Wanted to raise an issue but none of the help part of the app works. That section alone keeps breaking Money is not refunded also,Rated 1 stars out of five stars
3085,First time I have used the App and the response was amazing. Excellent service by Doctor. Thank you Practo.,Rated 5 stars out of five stars
3086,I don't suggest this app bcz i had booked lab test and i was fasting since last 10hr suddenly they cancelled schedule without any prior information and my money also wasted very bad experience i had with practo,Rated 1 stars out of five stars
3087,This very helpful app if you want low cost of consult with doctor you can go with this app. Every doctor price is less then 500 and if you apply coupon you will get more discount. Thank you Practo.,Rated 5 stars out of five stars
3088,"Very practical, easy to use, and light touch. Excellent application indeed.",Rated 5 stars out of five stars
3089,Not at all user friendly. My money got deducted twice and was not able go chat with any doctor. Even the help desk is no good!,Rated 1 stars out of five stars
3090,Worst app. I ordered medicine thought app but after 8 days I'm yet to receive medicine. These people don't bother to follow up nor has system to track.,Rated 1 stars out of five stars
3091,Worst app ever. Doesn't show the plans properly. And support is very poor. Uninstalling immediately. Waste of money,Rated 1 stars out of five stars
3092,I ordered medicines online in Practo and paid through PayTM but when I tracked order it was showing a payable amount of Rs. 580/-. I immediately contacted their helpline through chatting but these inefficient guys could not give any suitable answer hencr I cancelled the order and used NetMed to order the same medicines @Rs. 421/- and got correct updates from them. In bill section they showed 'paid online' (and did not show any payable amount like Practo). Very bad experience.,Rated 1 stars out of five stars
3093,Best Services in Face of All other Apps. It means my delivery Experience in this app very great full 1 day under Delivery I loved practo App.,Rated 5 stars out of five stars
3094,Had comaplains that response is poor but response to review was quick and after that my problems were resolved so i hope it remains the same way.otherwise its a good one.,Rated 3 stars out of five stars
3095,"Worst ever service. Never order medicine from practo. They don't acknowledge the prescription of the doctor consulted through their app. Delay your medicine order by more than a week and say the prescription is not valid as it's older by a week, irrespective if it's their mistake. Cancel/ delay multiple times later and have to yet receive the order even after 10 days. They don't have customer service number. You have to chat and for every message response time is 5min to 1 hour",Rated 1 stars out of five stars
3096,"Most worst customer experience. They dont have calling option, cancel orders without any information.",Rated 1 stars out of five stars
3097,"There is problem with Chat with doctors on this, tried using the web application too but not able to pull out the chat.",Rated 3 stars out of five stars
3098,Very worste experience money deducted but no doctors they find for consulting. When you contact them no help. No toll free number for support. 250,Rated 1 stars out of five stars
3099,Whenever i called them they say they are busy or unavailable try later. Many times I tried but responsd.,Rated 2 stars out of five stars
3100,"I would give ratings in negative , my orders gets cancel all the time and customer support is also worst.... I recommend not to use it...",Rated 1 stars out of five stars
3101,"Practo sends us multiple reminders about an appointment. I wish they remind the doctor as well. You book in advance, call the hospital and when you arrive on time they act as if they don't have any responsibility. Useless app if you can't hold hospital/doctor responsible for wasting customers time.",Rated 1 stars out of five stars
3102,I tried using the search option and i could not get any results. App does not work. Waste of time.,Rated 1 stars out of five stars
3103,Found this app really useful may be i did not found all my medicine still they responded which is gud on both perspectives quick delivery if offers are given more it would be much better,Rated 4 stars out of five stars
3104,"Very bad, I don't understand why the time slots are provided when the Dr. Isn't available. Even after sending multiple messages and calling the Dr. is not available",Rated 1 stars out of five stars
3105,"When in emergency, nobody responds especially at night and when you are a plus member. Otherwise it's good.",Rated 3 stars out of five stars
3106,Finding a right doctor through the app is very easy. I am very much thankfull to the developers of the app. The customer cate responce is also very much satisfactory.,Rated 5 stars out of five stars
3107,"They assign doctors acc to our requirement, we can consult the doctor through vedio call/audio call as per our convenience. Rhe doctors are experienced and very cooperative, the medicines are available at discounted price and timely delivery.... Very nice experience",Rated 5 stars out of five stars
3108,I am not able to book appointment. It just showing appointment not booked. Kindly look into this issue,Rated 1 stars out of five stars
3109,Worst app. They take money in advance and the doctor close the consultation without consulting. Now nobody replying my messages. Please don't use this app its totally fraud and waste of money.,Rated 1 stars out of five stars
3110,"Great Idea & also a Great Job you performing. There is so many people who can't be go outside the house, and in a busy life this way to get best Dr advice & treatment. We are very Thankful to you hole team.🙏🏻",Rated 3 stars out of five stars
3111,No one picked up and the emergency number you have given is also useless since no one picks up thanks for a huge lot of NOTHING,Rated 1 stars out of five stars
3112,Most of the time this doctors are always busy may be sitting inside the car they are unable to understand us and I feel it is always important to have a physical consistency then online Consultants they cannot give you the solution,Rated 1 stars out of five stars
3113,"Most disgusting service one could get,even after calling me 5 times I uploaded all my prescriptions, they just cancelled the order so that they can increase the bill amount, forged service provider, no one should trust you people,",Rated 1 stars out of five stars
3114,"Recently I took plus membership and I can't choose doctors as per my preference. The price is also high,if I go to local doctor in my city it will cost 400 but even with prime membership they are costing 300 to 400rs. If no prime membership then 700 to 1000",Rated 2 stars out of five stars
3115,I went to a clinic registered on this app. They said that they do not entertain anything from this app. I was so devastated so I went home. I will now uninstall this useless app.,Rated 1 stars out of five stars
3116,Tried consulting an eye doctor online had a very bad experience. The doctor took more than an hour to make a phone call and hurried through the consultation without even having a look . Surely Don't recommend online consultation on this app after this experience.,Rated 1 stars out of five stars
3117,I took a paid consultation and the assigned doctor is not available for chat. This application is really providing worst service and playing with people's life.so please don't use this application.its really very very worst service.i have all the proof and i ll take action against this application.,Rated 1 stars out of five stars
3118,Disgusting experience.. appoinment given we were informed that appointment was cancelled and doc. is not available after reaching the clinic. Unprofessional approach,Rated 1 stars out of five stars
3119,It's quite a great app. Easy to know experienced doctor's and to book online appointment with doctors. Great going,Rated 5 stars out of five stars
3120,It was told to me that 50% consultation fee will be returned back to me after visiting doctor thru practo and sending the prescription. But uts been more than 2 months and still waiting for my money. Executive is now not receiving any calls.,Rated 2 stars out of five stars
3121,"very bad, took appointment but when visited the dr was unavailable. if the dr is not available then why practo is giving booking slot. feeling harrassed. I wasted my money and time.",Rated 1 stars out of five stars
3122,More Smoothness required. Often stops in running mode/in doctor surfing time. Please provide more easy app.,Rated 3 stars out of five stars
3123,worst experience with customer care and doctor too. Doctor Gargi gave overdose for my newborn baby and never responded to chats. Deceptive ads for Plus membership.never go for it,Rated 1 stars out of five stars
3124,"worthless app. they didn't confirm my order in spite of the valid prescription. if someone needs medicine on an emergency basis, this app will disappoint them. I'll never reinstall this app again neither will advice to install this app to anyone.",Rated 1 stars out of five stars
3125,It shows slots availability and say can't book it. But money vl b deducted. I'm waiting for 600 rs 3 times. Refund my total 1800 rs.,Rated 3 stars out of five stars
3126,it's convenient and faster approach for consultation with expert Doctors for all treatments. with so much of ease from your home.,Rated 5 stars out of five stars
3127,Very helpful. It's paid membership is worth the money. Especially for people having small kids.,Rated 5 stars out of five stars
3128,"Very bad experience with video consulting, also booked medical test, appointment time was 9:00am but guy did not turn till 12:30pm. Customer care do not have clue what time he will reach, letting Customer to strangled with reschedule/cancel appointment..not at all recommended..",Rated 1 stars out of five stars
3129,"Ordered medicine online around 7.30Am and while placing order it showed order will be delivered within 10AM but after payment it changed to 10pm and i did not get any way to cancell the order. So i contacted the support people to cancell my order but got a great reply saying they have escalated to the concerned team which will take 24 to 48 hours 😅 then someone else from support team communicated that my order will be cancelled, but i got a call from delivery partner for delivery, bad servic",Rated 1 stars out of five stars
3130,The App is crashing I am unable to open it. I wanted to consult a doctor very urgently n i have taken practo plus subscription n it's going waste,Rated 1 stars out of five stars
3131,Such an useful application for medical purpose. Starting with the appointments everything can be tracked in app and best part ordering medicines with less prices for more orders.,Rated 5 stars out of five stars
3132,No customer care number to contact them in case something goes wrong. The chat option takes 10 minutes to reply for a single query.,Rated 1 stars out of five stars
3133,"Payment done, money deducted but can't book your appointment message flashed. Amazing experience, regret using it at all.",Rated 1 stars out of five stars
3134,"I used consult a doctor feature. I was made to wait for fifteen minutes before anyone responded. Then the doctor comes and prescribes me the same medicines which I told her I have been taking for past two days without any improvement. And when I reply it's not working, she specifies 3-4 tests without any explanation. The customer care was horrible too.",Rated 1 stars out of five stars
3135,"This app is pathetic and unreliable. It is insisted that you pay before starting the consultation, and then you wait for more than 30 minutes for the doctor to respond, and then your appointment gets cancelled, and you are expected to receive your refund in 7 to 10 working days. UNACCEPTABLE.",Rated 1 stars out of five stars
3136,"I've got information I was looking for in very short time .. excellent application, idea and service",Rated 5 stars out of five stars
3137,"Very convenient and user friendly, i am yet to visit an appointment through the app, as I just downloaded it but so far so good, would rwview again after appointment",Rated 4 stars out of five stars
3138,"Worst experience, worst app, no customer support, doctor did not behave properly, no treatment given, discussion did not happen properly , did not heary issue, no refund provided, Dr. Sunilkumar Baranwal doctor receving call while in the road, it's a consultation I booked , not an auto or taxi , procto u r not Ola or uber , or danzo,call clarity was worst",Rated 1 stars out of five stars
3139,it didn't work when it needed ..I have contacted on it more than 20 times but u people are not willing to refund the amount ..when service is not given then y don't u people refund the patient's money.,Rated 1 stars out of five stars
3140,Very bakwaas app. Don't use it I have paide for online consultation and it is not allowed me to chat with a doc.. I have 4 g connection and still they are saying check internet.,Rated 1 stars out of five stars
3141,Good initiative in such a panadamic conditions. Thank you Practo. Practo is just like a Doctor as not possible to take your child outside for clinic in such situations.,Rated 5 stars out of five stars
3142,"The app keeps crashing and I have booked and paid for an appointment, I'm afraid my money is going to waste and I won't be able to get a video consultation",Rated 1 stars out of five stars
3143,"Worst service, Reccomends medication which aren't for the problem we address. And also the behaviour of the people is arrogant doesn't even respond after the payment, Use other apps instead",Rated 1 stars out of five stars
3144,Very bad experience. We faced lot of issue due to constant on practo. There is big gap between reality and practo dr consultation.,Rated 1 stars out of five stars
3145,Chat support is one of the worst from practo. If you need any support then it takes hours and later agent close the chat since you stop cmunjcatiing due to delay.,Rated 1 stars out of five stars
3146,"Very bad experience while ordering medicines from practo. Order was accepted twice and after one day, they just cancelled it and initiated refund.",Rated 1 stars out of five stars
3147,Horrible experience! Very much disappointed with appointment 12726406 I had waited and worst support Request not to book any app from practo dey won't cover any promises for clinic things,Rated 1 stars out of five stars
3148,Bad experience with the doctor and customer care. What was good 1) got medicine for covid19 prescribed by doctor. What was bad 1) doctor was in a hurry and dint responde well. 2) no response from the doctor later for follow-up. No reply for message 3) I was getting responses only after contacting the customer care. 4)No response from the customer care after a couple of days. Lucky I was mild in symptoms. Anyone serious should not be considering practo.,Rated 1 stars out of five stars
3149,They did not allow me to publish correct review of one of the doctor. This app will publish only positive reviews. Don't trust the App and do physical consultation with recommend doctors only.,Rated 1 stars out of five stars
3150,"Consultation is fine, but buying medicine may be problematic. They charge you full money but later dispatch lesser. Delivery time is long.",Rated 2 stars out of five stars
3151,One of the doctor is not follow up chat service within the 7 day free follow up day. That's pathetic for the patient.,Rated 2 stars out of five stars
3152,The option for video consultation is pathetic. You will pay the entire amount but didn't get anything in return not even a proper consultation.,Rated 1 stars out of five stars
3153,Location based filter/search is not up to the mark. Uninstalling only after 10 mins of use.,Rated 1 stars out of five stars
3154,App is full of glitches. Took covid care plan but neither I am able to call doctor nor chat with her. Always getting error.,Rated 1 stars out of five stars
3155,Fraud app.first they asked me to do payment then they searched near by doctors and can't able to find then a message is pop up that your refund is initiated and you will get money in 5-7 days.,Rated 1 stars out of five stars
3156,"Quite satisfied with the Doctors'. First stage with Dr. Mandar, very good compared to my previous experience. Found him very sensitive to pain, appointment and reminders quite plus point.",Rated 4 stars out of five stars
3157,Thank you Practo app. It's nice to visit online doctor for emergency when we can't go for check up. I really like this app. 👍,Rated 4 stars out of five stars
3158,"This is a good app, my only problem is that it doesn't has a Dibaties and BP tracker so that it becomes easy to consult with a doctor.",Rated 2 stars out of five stars
3159,"had a good experience, very useful app. consultancy doctors are well experienced and have a very good cooperative nature.",Rated 4 stars out of five stars
3160,Best app for any consultation...,Rated 5 stars out of five stars
3161,Practo is a good and user friendly app. It helps a lot if you need any medical services.,Rated 5 stars out of five stars
3162,Excellent ease of booking slots. Don't have to call and then get confused Hassle free booking n review,Rated 5 stars out of five stars
3163,I found this app very helpfull nd really time saving.This kind of app save a lot of time nd help in getting all docs information on the spot with all the information.Best.,Rated 5 stars out of five stars
3164,Just installed the app on s10+ device having Androif OS 10..app gets crash as soon as I click on the doctor profile...send the feedback for this..,Rated 1 stars out of five stars
3165,Very convenient and quick. Saves time and avoid delays in treatment,Rated 5 stars out of five stars
3166,Worst experience. Doctor doesn't understand the problem. Waste of money.,Rated 1 stars out of five stars
3167,"Completely Disappointed with introduction of practo prime, Till practo Ray it was good. Soon practo will be in the history. Good bye to practo",Rated 1 stars out of five stars
3168,"This is a fraud application. They charge patients via online mode for appointments and then cancels the appointment and don't refund the money. When I asked for a refund, they asked me to contact the clinic for refund.",Rated 1 stars out of five stars
3169,It is a useless service platform. Totally unprofessional and tend to cheat. Be careful... not recommended,Rated 1 stars out of five stars
3170,"Booked for covid test paid online. Today 17th april 2021 between 10 to 11 was my appointment for sample collection and no body came. Moreover, there was no follow-up as well.",Rated 1 stars out of five stars
3171,"Have been using their services for some time. 1 recently faced pathetic customer support was them asking medicine sign prescription. Since now-a-days online consultations are provided with digital prescription, how can someone forge a sign on them. Didn't face this issue on other medicinal apps.",Rated 2 stars out of five stars
3172,"Once open a time Practo was really good. Off late, having worst experience with them with incorrect details. You should pull up your socks in this competitive world.",Rated 2 stars out of five stars
3173,"Guys plz work with your interface. Really pathetic 😣. Confusing , very slow n time lag, buffering buffering n buffering. Refer Myntra app else band Ker do. Koi fayeda Nahi hai",Rated 1 stars out of five stars
3174,Absolutely useless app that sends notifications after midnight. Half the doctors dont honor their commitments.,Rated 1 stars out of five stars
3175,"All support good, but need to improve video calling by app. Today was my first appointment n first experience with practo , all services r gud only video calling disappointed me.",Rated 4 stars out of five stars
3176,"Nice experience. Doctor Najeeba is very calm,listening well to the problems of the patient, giving better advices also",Rated 4 stars out of five stars
3177,"Technically very poor, need to improve connecting with international banks and some issues in applying offer codes.",Rated 1 stars out of five stars
3178,Amazing app for everything except ordering meds. Also there is no differentiation of Gastroenterologist and GI surgeon & clinical psychologists not available to consult.,Rated 3 stars out of five stars
3179,No past records show in my login. The doctor prescription isn't showing up either. What's the purpose of having this app?,Rated 2 stars out of five stars
3180,Very quick responses and very very helpful and understanding doctor ! My experience was very good !,Rated 5 stars out of five stars
3181,"very good services, friendly and good doctors. easy interface and multiple options",Rated 5 stars out of five stars
3182,"No benefit being a plus member. The doctor to whom I had been consulting, chat window got disabled after 3 days. I got a new plus membership bit still not able to consult/chat with the same doctor even after being a Practo Plus member where they commit to give 15 free consultations in a month. Don't go for it. Practo even refused to share the email id of the doctor where I can share/upload the reports for doctor's review.",Rated 1 stars out of five stars
3183,Very good app with feedback of doctors. Helpful to us since we dont have any track record of doctors' medical practice performance,Rated 5 stars out of five stars
3184,"Amazing and superb experience, It provide great facility through the application. It have great consult doctors which give best treatment.",Rated 5 stars out of five stars
3185,"Ragini mam is a Great doctor. I like punctuality, commitment and great support for patients. I am glad she had clinic in wagholi which helped me and my family for dental treatment. I recommend for my neighbours and friends considering her genuine nature.",Rated 5 stars out of five stars
3186,The appointment section does not work. I am not able to cancel appointment or do anything about it. Please look into this. It's really annoying.,Rated 1 stars out of five stars
3187,Wonderful app to look for good doctors close by home and happy to using it for my family. Very helpful to be properly organised on time.,Rated 5 stars out of five stars
3188,Nice app. Highly recommended. I have used to for booking doctor appointment and ordering medicine. Both are seemless.,Rated 5 stars out of five stars
3189,Very bad. After receiving order unavailability message is send.medicines are necessary and time-bound.,Rated 1 stars out of five stars
3190,"Worst delivery service, without delivery product delivery boy marked it as delivered after that I have to go at delivery boy house to get my medicines, But they have good security system for app but doesn't have any helpline no",Rated 3 stars out of five stars
3191,"Great app, loved it..very helpful in consultation with professional doctors in a crisis situation..welldone practo..I had advised many of my colleagues to download",Rated 5 stars out of five stars
3192,very good app,Rated 5 stars out of five stars
3193,It's really a good app it's reliable and easy to use awesome thing have been design in this Era amazing its need of that time frame,Rated 5 stars out of five stars
3194,One of the worst service ever Medicine is not delivered yet .. but every 2 days i get a call saying medicine is at base locationand will be delivered in 24 hrs Chat service does nothing except copy paste the script they have,Rated 1 stars out of five stars
3195,"In this grim time (Covid 19), when going out is not an option. Practo provided me with the doctor consultation in the safe haven of my Home. Fees was very reasonable. Dr. listened my vows patiently and the Prescribed treatment worked. Thank You so much Practo. They only need to work upon prompt delivery of medicines, because one cannot wait for 1 week for medication to start. Rest I am highly impressed & content with the services. KEEPITUP!!!",Rated 5 stars out of five stars
3196,"It's not helpful at all, it's the 1st time I used it but the doc does not seem to understand what I am trying to say and didn't help much. At the end of it got help elsewhere",Rated 1 stars out of five stars
3197,Medicine search option is worst. After search when I select the item interface again jums to search option with blank result. Fix it,Rated 2 stars out of five stars
3198,"Made very complicated, no search option ifbI want to search doctor. That should be the primary requirement.",Rated 3 stars out of five stars
3199,Practo plus is total fraud. They promise unlimited free consultations at the time of purchase of subscription. But then limit the number of consultation to 15,Rated 1 stars out of five stars
3200,"Dont use this app pls, the entire system is completely organised. Even after booking your consultation, Doctor doesn't give you the time.",Rated 1 stars out of five stars
3201,"Doctor are not available as per scheduled timings. App support os good. Doctors have to be serious if they make them available on app. Patient are not to be granted , they resort on doctors.",Rated 3 stars out of five stars
3202,"Not good , i booked a doctor Yesterday, he was not listening properly, he was in hurry. They are trying to fishing many as they can in this corona season without giving priority to customer satisfaction. Do not download please try other doctor's app",Rated 1 stars out of five stars
3203,Worst app with unprofessional doctor. They never responded on time. Chatbot is also useless and can't assist for any query.,Rated 1 stars out of five stars
3204,"Very practical and useful to find relevant doctors within the vicinity including fixing appointments, keeping records, setting reminders and making payments.",Rated 5 stars out of five stars
3205,Very good useful app for doctor appointments. It simplified finding a good doctors and appointment process,Rated 5 stars out of five stars
3206,It is one of the best platform to bug out all the concerns regarding your health. I am very much satisfied with this app. Also it highly convenient.,Rated 5 stars out of five stars
3207,waste app. don't download... 25₹ promo screen doesn't allow to brows anything in the practo app. waste of time and data,Rated 1 stars out of five stars
3208,"Mind blowing app, now we don't have to worry at all for any quick consultation for any possible medical issues / emergencies.",Rated 5 stars out of five stars
